Time sec,Extension in,Strain 1 %,Load lbf,Tensile stress ksi,Cycle Count ,Total Cycle Count ,Repetitions Count ,Segment ID ,Marked Data ,PIP Count ,Tensile extension in,Tensile strain %,Displacement (Strain 1) in,True strain %,Corrected Position in,Tenacity gf/tex,True stress psi
33.454,0.005574378,0.0170222,401.5857,229.4775,0,0,0,3204,0,0,0.000170222,0.0170222,0.000170222,0.01702075,0.005574378,1821.562,229516.6
33.504,0.005582814,0.01700679,402.0675,229.7529,0,0,0,3204,0,0,0.000170068,0.01700679,0.000170068,0.01700534,0.005582814,1823.748,229791.9
33.554,0.005589141,0.01705126,402.3643,229.9224,0,0,0,3204,0,0,0.000170513,0.01705126,0.000170513,0.01704981,0.005589141,1825.094,229961.6
33.604,0.005599687,0.01706624,402.7916,230.1666,0,0,0,3204,0,0,0.000170662,0.01706624,0.000170662,0.01706479,0.005599687,1827.032,230205.9
33.654,0.005608124,0.01700051,403.2318,230.4182,0,0,0,3204,0,0,0.000170005,0.01700051,0.000170005,0.01699906,0.005608124,1829.029,230457.3
33.704,0.00561656,0.01712385,403.6429,230.6531,0,0,0,3204,0,0,0.000171239,0.01712385,0.000171239,0.01712239,0.00561656,1830.893,230692.6
33.754,0.005624997,0.01710123,404.0388,230.8793,0,0,0,3204,0,0,0.000171012,0.01710123,0.000171012,0.01709977,0.005624997,1832.69,230918.8
33.804,0.005633433,0.01714872,404.4534,231.1162,0,0,0,3204,0,0,0.000171487,0.01714872,0.000171487,0.01714725,0.005633433,1834.57,231155.8
33.854,0.005639761,0.01712822,404.8378,231.3359,0,0,0,3204,0,0,0.000171282,0.01712822,0.000171282,0.01712675,0.005639761,1836.313,231375.5
33.904,0.005648197,0.01715826,405.177,231.5297,0,0,0,3204,0,0,0.000171583,0.01715826,0.000171583,0.01715678,0.005648197,1837.852,231569.4
33.954,0.005656633,0.01716885,405.522,231.7269,0,0,0,3204,0,0,0.000171689,0.01716885,0.000171689,0.01716738,0.005656633,1839.417,231766.7
34.004,0.005665069,0.01726085,405.9163,231.9522,0,0,0,3204,0,0,0.000172609,0.01726085,0.000172608,0.01725936,0.005665069,1841.206,231992.2
34.054,0.005673506,0.01718624,406.3905,232.2231,0,0,0,3204,0,0,0.000171862,0.01718624,0.000171862,0.01718476,0.005673506,1843.357,232263.1
34.104,0.005681942,0.01722609,406.7886,232.4506,0,0,0,3204,0,0,0.000172261,0.01722609,0.000172261,0.0172246,0.005681942,1845.162,232490.6
34.154,0.005692488,0.017292,407.2574,232.7185,0,0,0,3204,0,0,0.00017292,0.017292,0.00017292,0.0172905,0.005692488,1847.289,232758.8
34.204,0.005700924,0.01728002,407.72,232.9829,0,0,0,3204,0,0,0.0001728,0.01728002,0.0001728,0.01727852,0.005700924,1849.387,233023.1
34.254,0.00571147,0.01736739,408.2008,233.2576,0,0,0,3204,0,0,0.000173674,0.01736739,0.000173674,0.01736588,0.00571147,1851.568,233298.1
34.304,0.005719906,0.01734426,408.6388,233.5079,0,0,0,3204,0,0,0.000173443,0.01734426,0.000173443,0.01734276,0.005719906,1853.555,233548.4
34.354,0.005728342,0.01745128,409.0494,233.7425,0,0,0,3204,0,0,0.000174513,0.01745128,0.000174513,0.01744975,0.005728342,1855.417,233783.3
34.404,0.00573467,0.01742049,409.4171,233.9527,0,0,0,3204,0,0,0.000174205,0.01742049,0.000174205,0.01741898,0.00573467,1857.085,233993.4
34.454,0.005743106,0.01743483,409.7681,234.1532,0,0,0,3204,0,0,0.000174348,0.01743483,0.000174348,0.01743331,0.005743106,1858.677,234194
34.504,0.005749434,0.01752796,410.1894,234.3939,0,0,0,3204,0,0,0.00017528,0.01752796,0.00017528,0.01752642,0.005749434,1860.588,234435
34.554,0.00575787,0.01753518,410.5321,234.5898,0,0,0,3204,0,0,0.000175352,0.01753519,0.000175352,0.01753365,0.00575787,1862.142,234630.9
34.604,0.005766306,0.01746132,410.9543,234.831,0,0,0,3204,0,0,0.000174613,0.01746132,0.000174613,0.0174598,0.005766306,1864.058,234872
34.654,0.005774743,0.01754738,411.3658,235.0661,0,0,0,3204,0,0,0.000175474,0.01754738,0.000175474,0.01754584,0.005774743,1865.924,235107.4
34.704,0.00578318,0.01757631,411.7892,235.3081,0,0,0,3204,0,0,0.000175763,0.01757631,0.000175763,0.01757476,0.00578318,1867.844,235349.4
34.754,0.005793725,0.01757991,412.2843,235.591,0,0,0,3204,0,0,0.000175799,0.01757991,0.000175799,0.01757836,0.005793725,1870.09,235632.5
34.804,0.005802162,0.01758165,412.7594,235.8625,0,0,0,3204,0,0,0.000175817,0.01758165,0.000175817,0.01758011,0.005802162,1872.245,235904
34.854,0.005810598,0.01763059,413.1122,236.0641,0,0,0,3204,0,0,0.000176306,0.01763059,0.000176306,0.01762903,0.005810598,1873.845,236105.7
34.904,0.005819034,0.01767451,413.5633,236.3219,0,0,0,3204,0,0,0.000176745,0.01767451,0.000176745,0.01767295,0.005819034,1875.892,236363.7
34.954,0.005825362,0.01765001,413.8907,236.509,0,0,0,3204,0,0,0.0001765,0.01765001,0.0001765,0.01764846,0.005825362,1877.377,236550.7
35.004,0.005833798,0.01758003,414.3256,236.7575,0,0,0,3204,0,0,0.0001758,0.01758003,0.0001758,0.01757848,0.005833798,1879.35,236799.1
35.054,0.005842235,0.01760468,414.6486,236.9421,0,0,0,3204,0,0,0.000176047,0.01760468,0.000176047,0.01760313,0.005842235,1880.815,236983.8
35.104,0.005848562,0.01761394,414.988,237.136,0,0,0,3204,0,0,0.000176139,0.01761394,0.000176139,0.01761239,0.005848562,1882.354,237177.8
35.154,0.005854889,0.01769787,415.2896,237.3083,0,0,0,3204,0,0,0.000176979,0.01769787,0.000176979,0.0176963,0.005854889,1883.722,237350.3
35.204,0.005863326,0.01767093,415.5681,237.4675,0,0,0,3204,0,0,0.000176709,0.01767093,0.000176709,0.01766936,0.005863326,1884.985,237509.5
35.254,0.005871762,0.017703,415.9924,237.7099,0,0,0,3204,0,0,0.00017703,0.017703,0.00017703,0.01770143,0.005871762,1886.91,237752
35.304,0.005880199,0.01770766,416.4319,237.9611,0,0,0,3204,0,0,0.000177077,0.01770766,0.000177077,0.01770609,0.005880199,1888.903,238003.2
35.354,0.005890744,0.01767995,416.8084,238.1762,0,0,0,3204,0,0,0.0001768,0.01767995,0.0001768,0.01767839,0.005890744,1890.611,238218.3
35.404,0.005899181,0.01771389,417.2382,238.4218,0,0,0,3204,0,0,0.000177139,0.01771389,0.000177139,0.01771232,0.005899181,1892.561,238464.1
35.454,0.005907617,0.01769951,417.6791,238.6738,0,0,0,3204,0,0,0.000176995,0.01769951,0.000176995,0.01769795,0.005907617,1894.561,238716
35.504,0.005916054,0.01774285,418.126,238.9292,0,0,0,3204,0,0,0.000177429,0.01774285,0.000177429,0.01774127,0.005916054,1896.588,238971.5
35.554,0.005926599,0.01778936,418.5751,239.1858,0,0,0,3204,0,0,0.000177894,0.01778936,0.000177894,0.01778777,0.005926599,1898.625,239228.3
35.604,0.005935036,0.01780379,418.9775,239.4157,0,0,0,3204,0,0,0.000178038,0.01780379,0.000178038,0.0178022,0.005935036,1900.45,239458.3
35.654,0.005943472,0.01789471,419.3893,239.651,0,0,0,3204,0,0,0.000178947,0.01789471,0.000178947,0.0178931,0.005943472,1902.318,239693.9
35.704,0.005951909,0.01790066,419.7944,239.8825,0,0,0,3204,0,0,0.000179007,0.01790066,0.000179007,0.01789906,0.005951909,1904.155,239925.4
35.754,0.005958236,0.01800295,420.1739,240.0994,0,0,0,3204,0,0,0.00018003,0.01800295,0.00018003,0.01800133,0.005958236,1905.877,240142.6
35.804,0.005966672,0.01795558,420.5445,240.3112,0,0,0,3204,0,0,0.000179556,0.01795558,0.000179556,0.01795397,0.005966672,1907.558,240354.3
35.854,0.005973,0.01798464,420.8791,240.5023,0,0,0,3204,0,0,0.000179847,0.01798465,0.000179847,0.01798303,0.005973,1909.076,240545.6
35.904,0.005981436,0.01806483,421.2293,240.7025,0,0,0,3204,0,0,0.000180648,0.01806483,0.000180648,0.0180632,0.005981436,1910.664,240745.9
35.954,0.005989873,0.01805249,421.5618,240.8924,0,0,0,3204,0,0,0.000180525,0.01805249,0.000180525,0.01805086,0.005989873,1912.172,240935.9
36.004,0.005998309,0.01802256,421.9884,241.1362,0,0,0,3204,0,0,0.000180226,0.01802256,0.000180226,0.01802093,0.005998309,1914.107,241179.7
36.054,0.006006745,0.01809599,422.4138,241.3793,0,0,0,3204,0,0,0.00018096,0.01809599,0.00018096,0.01809435,0.006006745,1916.037,241423
36.104,0.006017291,0.01808479,422.8925,241.6528,0,0,0,3204,0,0,0.000180848,0.01808479,0.000180848,0.01808315,0.006017291,1918.208,241696.6
36.154,0.006025728,0.01816948,423.2774,241.8728,0,0,0,3204,0,0,0.000181695,0.01816948,0.000181695,0.01816783,0.006025728,1919.954,241916.7
36.204,0.006032055,0.01808447,423.6687,242.0964,0,0,0,3204,0,0,0.000180845,0.01808447,0.000180845,0.01808284,0.006032055,1921.729,242140.2
36.254,0.006040491,0.01812632,424.0819,242.3325,0,0,0,3204,0,0,0.000181263,0.01812632,0.000181263,0.01812468,0.006040491,1923.603,242376.5
36.304,0.006048928,0.01813777,424.4168,242.5239,0,0,0,3204,0,0,0.000181378,0.01813777,0.000181378,0.01813613,0.006048928,1925.122,242567.9
36.354,0.006055255,0.01823263,424.7273,242.7013,0,0,0,3204,0,0,0.000182326,0.01823263,0.000182326,0.01823097,0.006055255,1926.531,242745.5
36.404,0.006063691,0.01824077,425.1977,242.9701,0,0,0,3204,0,0,0.000182408,0.01824077,0.000182408,0.01823911,0.006063691,1928.665,243014.4
36.454,0.006074237,0.0182627,425.5541,243.1738,0,0,0,3204,0,0,0.000182627,0.0182627,0.000182627,0.01826104,0.006074237,1930.281,243218.2
36.504,0.006082673,0.01827118,426.0006,243.4289,0,0,0,3204,0,0,0.000182712,0.01827119,0.000182712,0.01826952,0.006082673,1932.307,243473.4
36.554,0.006091109,0.01833761,426.5029,243.7159,0,0,0,3204,0,0,0.000183376,0.01833761,0.000183376,0.01833592,0.006091109,1934.585,243760.6
36.604,0.006101655,0.01835979,426.9126,243.9501,0,0,0,3204,0,0,0.000183598,0.01835979,0.000183598,0.01835811,0.006101655,1936.443,243994.8
36.654,0.006110091,0.01831088,427.4336,244.2478,0,0,0,3204,0,0,0.000183109,0.01831088,0.000183109,0.0183092,0.006110091,1938.806,244292.5
36.704,0.006118528,0.0183969,427.8265,244.4723,0,0,0,3204,0,0,0.000183969,0.0183969,0.000183969,0.01839521,0.006118528,1940.588,244517.2
36.754,0.006126964,0.01839639,428.2123,244.6927,0,0,0,3204,0,0,0.000183964,0.01839639,0.000183964,0.0183947,0.006126964,1942.338,244737.7
36.804,0.0061354,0.0183658,428.6297,244.9313,0,0,0,3204,0,0,0.000183658,0.0183658,0.000183658,0.01836412,0.0061354,1944.232,244976.3
36.854,0.006141728,0.01837487,429.0132,245.1504,0,0,0,3204,0,0,0.000183749,0.01837487,0.000183749,0.01837318,0.006141728,1945.971,245195.4
36.904,0.006150164,0.0184167,429.393,245.3674,0,0,0,3204,0,0,0.000184167,0.0184167,0.000184167,0.018415,0.006150164,1947.694,245412.6
36.954,0.006158601,0.01847881,429.729,245.5594,0,0,0,3204,0,0,0.000184788,0.01847881,0.000184788,0.0184771,0.006158601,1949.218,245604.8
37.004,0.006167037,0.01847701,430.1051,245.7744,0,0,0,3204,0,0,0.00018477,0.01847701,0.00018477,0.0184753,0.006167037,1950.924,245819.8
37.054,0.006175474,0.01850389,430.5374,246.0214,0,0,0,3204,0,0,0.000185039,0.0185039,0.000185039,0.01850218,0.006175474,1952.885,246066.9
37.104,0.00618391,0.01848717,430.981,246.2748,0,0,0,3204,0,0,0.000184872,0.01848717,0.000184872,0.01848546,0.00618391,1954.897,246320.4
37.154,0.006194456,0.01855968,431.4257,246.529,0,0,0,3204,0,0,0.000185597,0.01855968,0.000185597,0.01855796,0.006194456,1956.914,246574.7
37.204,0.006202892,0.01854742,431.8884,246.7934,0,0,0,3204,0,0,0.000185474,0.01854743,0.000185474,0.0185457,0.006202892,1959.013,246839.2
37.254,0.006211329,0.01870594,432.2562,247.0036,0,0,0,3204,0,0,0.000187059,0.01870594,0.000187059,0.01870419,0.006211329,1960.682,247049.8
37.304,0.006219765,0.0186685,432.6769,247.244,0,0,0,3204,0,0,0.000186685,0.0186685,0.000186685,0.01866676,0.006219765,1962.59,247290.1
37.354,0.006226092,0.01864508,433.0596,247.4626,0,0,0,3204,0,0,0.000186451,0.01864508,0.000186451,0.01864334,0.006226092,1964.325,247508.7
37.404,0.006234529,0.01872901,433.4041,247.6595,0,0,0,3204,0,0,0.00018729,0.01872901,0.00018729,0.01872725,0.006234529,1965.888,247705.9
37.454,0.006240856,0.01876719,433.7277,247.8444,0,0,0,3204,0,0,0.000187672,0.01876719,0.000187672,0.01876543,0.006240856,1967.356,247890.9
37.504,0.006249293,0.01875117,434.1257,248.0718,0,0,0,3204,0,0,0.000187512,0.01875117,0.000187512,0.01874941,0.006249293,1969.161,248118.3
37.554,0.00625562,0.01876652,434.4001,248.2287,0,0,0,3204,0,0,0.000187665,0.01876652,0.000187665,0.01876476,0.00625562,1970.406,248275.2
37.604,0.006264057,0.01883387,434.7196,248.4112,0,0,0,3204,0,0,0.000188339,0.01883386,0.000188339,0.01883209,0.006264057,1971.855,248458
37.654,0.006272493,0.01890164,435.1031,248.6304,0,0,0,3204,0,0,0.000189016,0.01890164,0.000189016,0.01889985,0.006272493,1973.595,248677.4
37.704,0.00628093,0.01887532,435.5384,248.8791,0,0,0,3204,0,0,0.000188753,0.01887532,0.000188753,0.01887354,0.00628093,1975.569,248926.1
37.754,0.006289366,0.01882707,435.9303,249.103,0,0,0,3204,0,0,0.000188271,0.01882707,0.000188271,0.0188253,0.006289366,1977.347,249149.9
37.804,0.006297803,0.01894816,436.4036,249.3735,0,0,0,3204,0,0,0.000189482,0.01894816,0.000189482,0.01894637,0.006297803,1979.494,249420.7
37.854,0.006308348,0.01889643,436.8344,249.6197,0,0,0,3204,0,0,0.000188964,0.01889643,0.000188964,0.01889464,0.006308348,1981.448,249666.9
37.904,0.006316784,0.01892263,437.2521,249.8584,0,0,0,3204,0,0,0.000189226,0.01892263,0.000189226,0.01892084,0.006316784,1983.342,249905.6
37.954,0.006325221,0.01885378,437.7389,250.1365,0,0,0,3204,0,0,0.000188538,0.01885378,0.000188538,0.018852,0.006325221,1985.551,250183.7
38.004,0.006335766,0.01898574,438.2066,250.4038,0,0,0,3204,0,0,0.000189857,0.01898574,0.000189857,0.01898394,0.006335766,1987.672,250451.3
38.054,0.006344203,0.0189643,438.6105,250.6346,0,0,0,3204,0,0,0.000189643,0.0189643,0.000189643,0.0189625,0.006344203,1989.504,250682.1
38.104,0.00635053,0.01898045,438.9736,250.8421,0,0,0,3204,0,0,0.000189805,0.01898045,0.000189805,0.01897865,0.00635053,1991.151,250889.7
38.154,0.006358967,0.01890816,439.3437,251.0536,0,0,0,3204,0,0,0.000189082,0.01890816,0.000189082,0.01890637,0.006358967,1992.83,251101
38.204,0.006367403,0.01894587,439.7429,251.2817,0,0,0,3204,0,0,0.000189459,0.01894587,0.000189459,0.01894408,0.006367403,1994.641,251329.3
38.254,0.00637373,0.01903074,440.0829,251.476,0,0,0,3204,0,0,0.000190307,0.01903074,0.000190307,0.01902893,0.00637373,1996.183,251523.8
38.304,0.006382167,0.01904999,440.3863,251.6493,0,0,0,3204,0,0,0.0001905,0.01904999,0.0001905,0.01904817,0.006382167,1997.559,251697.3
38.354,0.006390603,0.01904184,440.7885,251.8792,0,0,0,3204,0,0,0.000190418,0.01904184,0.000190418,0.01904003,0.006390603,1999.383,251927.1
38.404,0.006399039,0.01903309,441.1811,252.1035,0,0,0,3204,0,0,0.000190331,0.01903309,0.000190331,0.01903128,0.006399039,2001.164,252151.4
38.454,0.006407476,0.0190962,441.676,252.3863,0,0,0,3204,0,0,0.000190962,0.0190962,0.000190962,0.01909438,0.006407476,2003.409,252434.5
38.504,0.006415912,0.01913446,442.0537,252.6021,0,0,0,3204,0,0,0.000191345,0.01913447,0.000191345,0.01913264,0.006415912,2005.122,252650.5
38.554,0.006424349,0.01913309,442.4986,252.8563,0,0,0,3204,0,0,0.000191331,0.01913309,0.000191331,0.01913126,0.006424349,2007.14,252904.7
38.604,0.006432785,0.01913511,442.9139,253.0937,0,0,0,3204,0,0,0.000191351,0.01913511,0.000191351,0.01913328,0.006432785,2009.024,253142.1
38.654,0.006441222,0.0192415,443.2855,253.306,0,0,0,3204,0,0,0.000192415,0.0192415,0.000192415,0.01923965,0.006441222,2010.709,253354.7
38.704,0.006447549,0.01926083,443.6492,253.5138,0,0,0,3204,0,0,0.000192608,0.01926083,0.000192608,0.01925897,0.006447549,2012.359,253562.6
38.754,0.006455986,0.0192454,443.9458,253.6833,0,0,0,3204,0,0,0.000192454,0.0192454,0.000192454,0.01924354,0.006455986,2013.704,253732.1
38.804,0.006464422,0.01927888,444.3576,253.9186,0,0,0,3204,0,0,0.000192789,0.01927888,0.000192789,0.01927702,0.006464422,2015.572,253967.6
38.854,0.006472859,0.01935184,444.7471,254.1412,0,0,0,3204,0,0,0.000193518,0.01935184,0.000193518,0.01934997,0.006472859,2017.339,254190.4
38.904,0.006481295,0.01942439,445.1895,254.394,0,0,0,3204,0,0,0.000194244,0.01942439,0.000194244,0.01942251,0.006481295,2019.346,254443.4
38.954,0.006491841,0.01938082,445.6273,254.6442,0,0,0,3204,0,0,0.000193808,0.01938082,0.000193808,0.01937894,0.006491841,2021.332,254693.5
39.004,0.006500277,0.01933013,446.0992,254.9138,0,0,0,3204,0,0,0.000193301,0.01933013,0.000193301,0.01932826,0.006500277,2023.472,254963.1
39.054,0.006510823,0.01937683,446.5329,255.1617,0,0,0,3204,0,0,0.000193768,0.01937683,0.000193768,0.01937495,0.006510823,2025.439,255211.1
39.104,0.006519259,0.0194391,447.0269,255.444,0,0,0,3204,0,0,0.000194391,0.0194391,0.000194391,0.01943721,0.006519259,2027.68,255493.6
39.154,0.006527695,0.0194539,447.4412,255.6807,0,0,0,3204,0,0,0.000194539,0.0194539,0.000194539,0.01945201,0.006527695,2029.56,255730.5
39.204,0.006536132,0.01949091,447.7764,255.8722,0,0,0,3204,0,0,0.000194909,0.01949091,0.000194909,0.01948901,0.006536132,2031.08,255922.1
39.254,0.006542459,0.01946549,448.1403,256.0802,0,0,0,3204,0,0,0.000194655,0.01946549,0.000194655,0.0194636,0.006542459,2032.73,256130
39.304,0.006550896,0.01950121,448.5081,256.2903,0,0,0,3204,0,0,0.000195012,0.01950121,0.000195012,0.01949931,0.006550896,2034.399,256340.3
39.354,0.006557223,0.0195524,448.9145,256.5226,0,0,0,3204,0,0,0.000195524,0.0195524,0.000195524,0.01955049,0.006557223,2036.242,256572.7
39.404,0.006565659,0.01950526,449.2482,256.7133,0,0,0,3204,0,0,0.000195053,0.01950526,0.000195053,0.01950336,0.006565659,2037.756,256763.4
39.454,0.006574096,0.01947131,449.6222,256.927,0,0,0,3204,0,0,0.000194713,0.01947131,0.000194713,0.01946941,0.006574096,2039.452,256977
39.504,0.006582532,0.01949557,450.0832,257.1904,0,0,0,3204,0,0,0.000194956,0.01949557,0.000194956,0.01949367,0.006582532,2041.543,257240.6
39.554,0.006593078,0.01954337,450.5122,257.4355,0,0,0,3204,0,0,0.000195434,0.01954337,0.000195434,0.01954146,0.006593078,2043.489,257485.9
39.604,0.006603623,0.0195821,450.9614,257.6922,0,0,0,3204,0,0,0.000195821,0.0195821,0.000195821,0.01958018,0.006603623,2045.527,257742.7
39.654,0.006612059,0.01961007,451.401,257.9435,0,0,0,3204,0,0,0.000196101,0.01961007,0.000196101,0.01960814,0.006612059,2047.521,257994
39.704,0.006618387,0.01964651,451.7925,258.1671,0,0,0,3204,0,0,0.000196465,0.01964651,0.000196465,0.01964458,0.006618387,2049.296,258217.9
39.754,0.006626823,0.01971847,452.1487,258.3707,0,0,0,3204,0,0,0.000197185,0.01971847,0.000197185,0.01971653,0.006626823,2050.912,258421.6
39.804,0.00663526,0.01973094,452.5039,258.5737,0,0,0,3204,0,0,0.000197309,0.01973094,0.000197309,0.019729,0.00663526,2052.523,258624.7
39.854,0.006641587,0.01975724,452.8218,258.7553,0,0,0,3204,0,0,0.000197572,0.01975724,0.000197572,0.01975529,0.006641587,2053.965,258806.4
39.904,0.006650024,0.01958445,453.2323,258.9899,0,0,0,3204,0,0,0.000195845,0.01958445,0.000195845,0.01958254,0.006650024,2055.827,259040.6
39.954,0.006656351,0.01984753,453.5191,259.1538,0,0,0,3204,0,0,0.000198475,0.01984753,0.000198475,0.01984557,0.006656351,2057.128,259205.2
40.004,0.006662678,0.01978804,453.8752,259.3573,0,0,0,3204,0,0,0.000197881,0.01978804,0.00019788,0.01978609,0.006662678,2058.744,259408.6
40.054,0.006671115,0.01998169,454.1576,259.5186,0,0,0,3204,0,0,0.000199817,0.01998169,0.000199817,0.01997969,0.006671115,2060.025,259570.5
40.104,0.006679551,0.0197909,454.5753,259.7573,0,0,0,3204,0,0,0.000197909,0.0197909,0.000197909,0.01978894,0.006679551,2061.919,259808.7
40.154,0.006690097,0.01989482,454.986,259.992,0,0,0,3204,0,0,0.000198948,0.01989483,0.000198948,0.01989285,0.006690097,2063.782,260043.7
40.204,0.006698534,0.01998709,455.4512,260.2578,0,0,0,3204,0,0,0.000199871,0.01998709,0.000199871,0.0199851,0.006698534,2065.892,260309.8
40.254,0.00670697,0.02006908,455.8993,260.5139,0,0,0,3204,0,0,0.000200691,0.02006908,0.000200691,0.02006707,0.00670697,2067.925,260566.1
40.304,0.006717515,0.02006573,456.38,260.7886,0,0,0,3204,0,0,0.000200657,0.02006573,0.000200657,0.02006372,0.006717515,2070.105,260840.9
40.354,0.006725952,0.02012544,456.7988,261.0279,0,0,0,3204,0,0,0.000201254,0.02012544,0.000201254,0.02012341,0.006725952,2072.005,261080.4
40.404,0.006734388,0.02012332,457.2152,261.2658,0,0,0,3204,0,0,0.000201233,0.02012332,0.000201233,0.0201213,0.006734388,2073.893,261318.4
40.454,0.006742825,0.02012769,457.6949,261.54,0,0,0,3204,0,0,0.000201277,0.02012769,0.000201277,0.02012566,0.006742825,2076.07,261592.6
40.504,0.006751262,0.02018534,458.081,261.7606,0,0,0,3204,0,0,0.000201853,0.02018534,0.000201853,0.0201833,0.006751262,2077.821,261813.4
40.554,0.006759698,0.02012262,458.4514,261.9723,0,0,0,3204,0,0,0.000201226,0.02012262,0.000201226,0.0201206,0.006759698,2079.501,262025
40.604,0.006768134,0.0202019,458.8194,262.1825,0,0,0,3204,0,0,0.000202019,0.0202019,0.000202019,0.02019986,0.006768134,2081.17,262235.5
40.654,0.006774462,0.0202199,459.1686,262.382,0,0,0,3204,0,0,0.000202199,0.0202199,0.000202199,0.02021786,0.006774462,2082.754,262435.1
40.704,0.006782898,0.02010353,459.5494,262.5997,0,0,0,3204,0,0,0.000201035,0.02010353,0.000201035,0.02010151,0.006782898,2084.481,262652.5
40.754,0.006789225,0.02021976,459.862,262.7783,0,0,0,3204,0,0,0.000202198,0.02021976,0.000202198,0.02021772,0.006789225,2085.899,262831.4
40.804,0.006797662,0.02022437,460.2496,262.9998,0,0,0,3204,0,0,0.000202244,0.02022437,0.000202244,0.02022232,0.006797662,2087.657,263053
40.854,0.006808207,0.02021113,460.6467,263.2267,0,0,0,3204,0,0,0.000202111,0.02021113,0.000202111,0.02020909,0.006808207,2089.458,263279.9
40.904,0.006816643,0.02020459,461.0835,263.4763,0,0,0,3204,0,0,0.000202046,0.02020459,0.000202046,0.02020255,0.006816643,2091.44,263529.5
40.954,0.00682508,0.02022209,461.5368,263.7353,0,0,0,3204,0,0,0.000202221,0.02022209,0.000202221,0.02022005,0.00682508,2093.496,263788.6
41.004,0.006833516,0.02023459,461.9456,263.9689,0,0,0,3204,0,0,0.000202346,0.02023459,0.000202346,0.02023254,0.006833516,2095.35,264022.3
41.054,0.006839843,0.02029872,462.2908,264.1662,0,0,0,3204,0,0,0.000202987,0.02029872,0.000202987,0.02029666,0.006839843,2096.916,264219.8
41.104,0.00684828,0.02022573,462.6129,264.3503,0,0,0,3204,0,0,0.000202257,0.02022574,0.000202257,0.02022369,0.00684828,2098.377,264403.7
41.154,0.006856717,0.02023427,462.9868,264.5639,0,0,0,3204,0,0,0.000202343,0.02023427,0.000202343,0.02023223,0.006856717,2100.073,264617.4
41.204,0.006865153,0.02039114,463.3467,264.7696,0,0,0,3204,0,0,0.000203911,0.02039114,0.000203911,0.02038906,0.006865153,2101.706,264823.5
41.254,0.006873589,0.0203742,463.7953,265.0259,0,0,0,3204,0,0,0.000203742,0.0203742,0.000203742,0.02037213,0.006873589,2103.74,265079.9
41.304,0.006882025,0.02037577,464.1659,265.2377,0,0,0,3204,0,0,0.000203758,0.02037577,0.000203758,0.0203737,0.006882025,2105.421,265291.7
41.354,0.006890462,0.02040489,464.6636,265.5221,0,0,0,3204,0,0,0.000204049,0.02040489,0.000204049,0.02040281,0.006890462,2107.679,265576.2
41.404,0.006901008,0.0203724,465.0852,265.763,0,0,0,3204,0,0,0.000203724,0.0203724,0.000203724,0.02037033,0.006901008,2109.591,265817.1
41.454,0.006909445,0.02047767,465.5352,266.0201,0,0,0,3204,0,0,0.000204777,0.02047767,0.000204777,0.02047558,0.006909445,2111.632,266074.6
41.504,0.00691999,0.02049906,465.9893,266.2796,0,0,0,3204,0,0,0.000204991,0.02049906,0.000204991,0.02049696,0.00691999,2113.692,266334.2
41.554,0.006928426,0.02057161,466.4181,266.5246,0,0,0,3204,0,0,0.000205716,0.02057161,0.000205716,0.02056949,0.006928426,2115.637,266579.4
41.604,0.006934753,0.02054944,466.7861,266.735,0,0,0,3204,0,0,0.000205494,0.02054944,0.000205494,0.02054733,0.006934753,2117.307,266789.8
41.654,0.00694319,0.02053761,467.126,266.9292,0,0,0,3204,0,0,0.000205376,0.02053761,0.000205376,0.02053551,0.00694319,2118.848,266984
41.704,0.006949517,0.02059127,467.4694,267.1254,0,0,0,3204,0,0,0.000205913,0.02059127,0.000205913,0.02058915,0.006949517,2120.406,267180.4
41.754,0.006957954,0.02061202,467.8453,267.3402,0,0,0,3204,0,0,0.00020612,0.02061202,0.00020612,0.0206099,0.006957954,2122.111,267395.3
41.804,0.00696639,0.02059323,468.2146,267.5512,0,0,0,3204,0,0,0.000205932,0.02059323,0.000205932,0.02059111,0.00696639,2123.786,267606.3
41.854,0.006974827,0.02066666,468.5714,267.7551,0,0,0,3204,0,0,0.000206667,0.02066666,0.000206667,0.02066452,0.006974827,2125.405,267810.4
41.904,0.006983264,0.02064792,468.9899,267.9942,0,0,0,3204,0,0,0.000206479,0.02064792,0.000206479,0.02064579,0.006983264,2127.302,268049.6
41.954,0.006993809,0.02074093,469.3711,268.2121,0,0,0,3204,0,0,0.000207409,0.02074093,0.000207409,0.02073878,0.006993809,2129.032,268267.7
42.004,0.007002245,0.0207384,469.8753,268.5002,0,0,0,3204,0,0,0.000207384,0.0207384,0.000207384,0.02073625,0.007002245,2131.319,268555.8
42.054,0.007010682,0.02066771,470.2771,268.7298,0,0,0,3204,0,0,0.000206677,0.02066771,0.000206677,0.02066558,0.007010682,2133.141,268785.3
42.104,0.007019118,0.02072726,470.642,268.9383,0,0,0,3204,0,0,0.000207273,0.02072726,0.000207273,0.02072512,0.007019118,2134.797,268994
42.154,0.007027555,0.02082276,471.0223,269.1556,0,0,0,3204,0,0,0.000208228,0.02082276,0.000208228,0.02082059,0.007027555,2136.521,269211.7
42.204,0.007033882,0.02074479,471.4027,269.373,0,0,0,3204,0,0,0.000207448,0.02074479,0.000207448,0.02074264,0.007033882,2138.247,269428.9
